OrderID,Date,Product,Category,Quantity,Price,Revenue,PaymentMethod,City,Rating,FeedbackText
787,18-09-2024,Shorts,Accessories,2,1033.81,2067.62,Wallet,Mumbai,1,Loved it! Great fit and style
788,23-05-2024,Joggers,Women Fashion,2,880.18,1760.36,UPI,Delhi,4,"Average product, expected better"
789,22-12-2023,Shirt,Men Fashion,4,604.15,2416.6,UPI,Kolkata,3,Very satisfied with the product
790,16-10-2024,Shirt,Women Fashion,1,473.27,473.27,UPI,Bengaluru,1,Amazing quality and fast delivery!
791,03-08-2023,Shorts,Accessories,4,594.38,2377.52,UPI,Bengaluru,2,Very satisfied with the product
792,20-09-2023,Hoodie,Accessories,4,414.32,1657.28,UPI,Mumbai,5,Loved it! Great fit and style
793,31-01-2024,Sweatshirt,Accessories,3,581.84,1745.52,COD,Delhi,5,Good fabric but size not perfect
794,28-02-2024,Sweatshirt,Women Fashion,4,413.5,1654,Debit Card,Chennai,3,Delivery took longer than expected
795,20-01-2024,Hoodie,Women Fashion,2,1104.08,2208.16,Wallet,Pune,1,"Average product, expected better"
796,19-08-2023,Joggers,Women Fashion,2,1354.56,2709.12,UPI,Kolkata,4,Good fabric but size not perfect
797,04-02-2023,Jackets,Men Fashion,3,1748.1,5244.3,Debit Card,Bengaluru,1,Very satisfied with the product
798,18-04-2023,Hoodie,Women Fashion,2,1953.93,3907.86,Credit Card,Hyderabad,5,The material is too thin
799,14-06-2023,Hoodie,Accessories,1,1057.13,1057.13,UPI,Bengaluru,3,Good fabric but size not perfect
800,31-08-2024,Sweatshirt,Accessories,3,520.15,1560.45,UPI,Hyderabad,2,Good fabric but size not perfect
801,18-06-2023,Cargo Pants,Men Fashion,1,951.14,951.14,UPI,Mumbai,1,"Average product, expected better"
802,06-12-2023,Shorts,Men Fashion,1,336.61,336.61,COD,Pune,5,The material is too thin
803,21-07-2024,Jackets,Accessories,2,931.12,1862.24,Debit Card,Bengaluru,4,The material is too thin
804,01-09-2023,Hoodie,Men Fashion,4,1608.69,6434.76,COD,Chennai,3,Excellent customer support
805,16-07-2024,Sweatshirt,Men Fashion,2,300.75,601.5,UPI,Bengaluru,2,Very satisfied with the product
806,04-01-2023,Cargo Pants,Men Fashion,2,764.17,1528.34,Debit Card,Kolkata,1,The material is too thin
807,02-10-2024,Sweatshirt,Men Fashion,1,1904.32,1904.32,UPI,Mumbai,4,The material is too thin
808,31-07-2023,Joggers,Accessories,3,1066.36,3199.08,Debit Card,Mumbai,2,Very satisfied with the product
809,29-04-2024,Hoodie,Women Fashion,3,1194.94,3584.82,COD,Hyderabad,5,Totally worth the price
810,15-05-2024,Jackets,Men Fashion,1,1478.26,1478.26,Wallet,Hyderabad,5,Good fabric but size not perfect
811,09-07-2023,Shirt,Women Fashion,4,1726.91,6907.64,Debit Card,Delhi,4,Delivery took longer than expected
812,01-04-2024,T-Shirt,Women Fashion,3,1455.85,4367.55,COD,Hyderabad,5,Amazing quality and fast delivery!
813,27-09-2023,Shorts,Women Fashion,2,522.27,1044.54,Wallet,Mumbai,3,Totally worth the price
814,04-06-2023,Hoodie,Men Fashion,3,1915.47,5746.41,Debit Card,Kolkata,4,Not happy with the packaging
815,08-07-2024,Cargo Pants,Accessories,4,352.21,1408.84,Credit Card,Chennai,5,"Average product, expected better"
816,04-03-2023,Cargo Pants,Accessories,1,1903.15,1903.15,COD,Chennai,1,Loved it! Great fit and style
817,01-05-2024,Shorts,Women Fashion,4,1756.51,7026.04,Debit Card,Mumbai,5,Delivery took longer than expected
818,09-02-2024,T-Shirt,Accessories,4,974.91,3899.64,Wallet,Chennai,3,Good fabric but size not perfect
819,08-08-2024,Joggers,Men Fashion,1,1050.91,1050.91,COD,Delhi,2,"Average product, expected better"
820,21-06-2023,Shorts,Men Fashion,3,994.87,2984.61,Credit Card,Mumbai,2,"Average product, expected better"
821,09-03-2024,Hoodie,Accessories,4,1530.52,6122.08,COD,Delhi,5,Amazing quality and fast delivery!
822,04-10-2024,Joggers,Accessories,2,661.28,1322.56,Debit Card,Bengaluru,2,Good fabric but size not perfect
823,10-03-2023,Hoodie,Women Fashion,4,1774.81,7099.24,Wallet,Hyderabad,5,Delivery took longer than expected
824,19-07-2024,Shirt,Women Fashion,4,925.49,3701.96,Wallet,Hyderabad,3,Good fabric but size not perfect
825,13-01-2023,Cargo Pants,Men Fashion,3,1100.61,3301.83,COD,Delhi,2,Good fabric but size not perfect
826,01-06-2023,Hoodie,Men Fashion,3,1944.93,5834.79,Wallet,Kolkata,1,Delivery took longer than expected
827,14-04-2023,Jackets,Accessories,2,645.29,1290.58,Debit Card,Hyderabad,5,Not happy with the packaging
828,28-09-2023,Cargo Pants,Accessories,1,1619.21,1619.21,COD,Chennai,2,Excellent customer support
829,15-09-2024,Sweatshirt,Men Fashion,3,1070.28,3210.84,Credit Card,Bengaluru,3,Excellent customer support
830,17-02-2024,Joggers,Accessories,2,1592.74,3185.48,Wallet,Pune,3,Very satisfied with the product
831,16-02-2024,T-Shirt,Women Fashion,3,1653.56,4960.68,Debit Card,Pune,1,Excellent customer support
832,01-09-2023,T-Shirt,Accessories,4,354.29,1417.16,COD,Bengaluru,3,Very satisfied with the product
833,17-01-2024,T-Shirt,Women Fashion,4,1943.77,7775.08,Debit Card,Bengaluru,3,Loved it! Great fit and style
834,15-10-2023,Sweatshirt,Accessories,4,1653.11,6612.44,UPI,Kolkata,2,Very satisfied with the product
835,22-08-2023,Joggers,Women Fashion,1,301.09,301.09,COD,Kolkata,5,Not happy with the packaging
836,25-11-2023,Jackets,Accessories,3,511.82,1535.46,COD,Chennai,4,Delivery took longer than expected
837,23-10-2024,Hoodie,Men Fashion,4,719.82,2879.28,COD,Delhi,3,"Average product, expected better"
838,21-02-2024,Sweatshirt,Accessories,1,639.89,639.89,Debit Card,Kolkata,3,Good fabric but size not perfect
839,27-02-2023,Joggers,Men Fashion,1,572.4,572.4,Debit Card,Pune,4,Very satisfied with the product
840,02-06-2024,Cargo Pants,Men Fashion,2,1288.35,2576.7,Wallet,Chennai,3,Loved it! Great fit and style
841,30-01-2023,Joggers,Men Fashion,1,1302.45,1302.45,Credit Card,Kolkata,2,Excellent customer support
842,01-03-2023,Shorts,Men Fashion,4,826.62,3306.48,COD,Mumbai,2,Amazing quality and fast delivery!
843,05-01-2024,Shorts,Women Fashion,1,553.29,553.29,Debit Card,Kolkata,4,Excellent customer support
844,20-04-2024,Cargo Pants,Accessories,1,422.16,422.16,UPI,Pune,3,The material is too thin
845,01-02-2023,Shorts,Women Fashion,4,971.43,3885.72,COD,Chennai,3,Delivery took longer than expected
846,01-04-2024,Joggers,Women Fashion,3,1319.03,3957.09,Wallet,Chennai,5,Delivery took longer than expected
847,25-12-2023,Shirt,Men Fashion,4,1415.87,5663.48,Debit Card,Pune,3,Totally worth the price
848,03-04-2023,Jackets,Men Fashion,1,1761.21,1761.21,COD,Mumbai,2,Not happy with the packaging
849,16-06-2023,Shorts,Men Fashion,2,1842.29,3684.58,Credit Card,Pune,1,"Average product, expected better"
850,31-07-2023,Jackets,Accessories,3,1115.86,3347.58,COD,Chennai,1,"Average product, expected better"
851,21-01-2023,T-Shirt,Women Fashion,4,547.07,2188.28,Credit Card,Pune,1,Amazing quality and fast delivery!
852,27-06-2023,T-Shirt,Men Fashion,4,1976.33,7905.32,Debit Card,Chennai,1,"Average product, expected better"
853,09-11-2023,Jackets,Women Fashion,4,330.22,1320.88,COD,Kolkata,3,Not happy with the packaging
854,24-12-2023,Sweatshirt,Women Fashion,2,1349.86,2699.72,Credit Card,Hyderabad,3,The material is too thin
855,06-11-2023,Cargo Pants,Accessories,4,887.23,3548.92,UPI,Mumbai,5,Amazing quality and fast delivery!
856,07-06-2024,Shirt,Accessories,4,315.61,1262.44,Wallet,Chennai,3,"Average product, expected better"
857,17-10-2023,Jackets,Accessories,4,422.11,1688.44,UPI,Hyderabad,1,Not happy with the packaging
858,07-03-2023,Shirt,Women Fashion,1,448.37,448.37,Debit Card,Kolkata,4,Not happy with the packaging
859,11-10-2023,Jackets,Accessories,1,439.26,439.26,Debit Card,Delhi,4,Delivery took longer than expected
860,03-06-2023,Shorts,Men Fashion,1,432.58,432.58,Wallet,Hyderabad,2,Very satisfied with the product
861,24-11-2023,Joggers,Accessories,2,846.56,1693.12,UPI,Pune,2,The material is too thin
862,24-05-2024,Jackets,Women Fashion,2,1263.82,2527.64,COD,Hyderabad,3,Very satisfied with the product
863,02-02-2024,T-Shirt,Accessories,2,1477.43,2954.86,Wallet,Kolkata,4,Very satisfied with the product
864,14-07-2023,Shirt,Accessories,3,639.26,1917.78,Credit Card,Pune,1,Not happy with the packaging
865,01-07-2024,Sweatshirt,Accessories,3,1438.66,4315.98,Debit Card,Chennai,1,The material is too thin
866,04-11-2023,Joggers,Accessories,4,1380.93,5523.72,Wallet,Delhi,1,Very satisfied with the product
867,28-10-2023,Hoodie,Women Fashion,3,1822.58,5467.74,Credit Card,Pune,3,Very satisfied with the product
868,22-09-2023,Joggers,Accessories,1,1890.56,1890.56,Debit Card,Pune,3,Loved it! Great fit and style
869,02-04-2023,Shorts,Women Fashion,3,1341.01,4023.03,Credit Card,Pune,5,"Average product, expected better"
870,11-11-2023,Cargo Pants,Women Fashion,1,1504.4,1504.4,Debit Card,Bengaluru,1,Good fabric but size not perfect
871,22-08-2024,Jackets,Women Fashion,4,1909.5,7638,UPI,Hyderabad,1,The material is too thin
872,24-02-2023,Hoodie,Women Fashion,4,1661.94,6647.76,Credit Card,Chennai,3,Not happy with the packaging
873,03-05-2023,Cargo Pants,Accessories,2,1339.84,2679.68,Debit Card,Hyderabad,3,Very satisfied with the product
874,25-02-2023,Joggers,Men Fashion,3,435.2,1305.6,Credit Card,Bengaluru,5,"Average product, expected better"
875,24-02-2024,Sweatshirt,Men Fashion,4,1239.1,4956.4,Debit Card,Kolkata,5,Good fabric but size not perfect
876,04-07-2023,Hoodie,Women Fashion,2,1688.41,3376.82,Debit Card,Pune,2,Very satisfied with the product
877,01-07-2023,Shirt,Accessories,2,1116.54,2233.08,UPI,Mumbai,4,The material is too thin
878,07-04-2024,Jackets,Men Fashion,3,1193.88,3581.64,Credit Card,Chennai,1,Loved it! Great fit and style
879,12-06-2023,Sweatshirt,Men Fashion,2,1044.63,2089.26,Credit Card,Chennai,1,Very satisfied with the product
880,20-03-2024,Cargo Pants,Women Fashion,2,401.6,803.2,COD,Hyderabad,5,The material is too thin
881,28-01-2024,T-Shirt,Men Fashion,3,1404.5,4213.5,Wallet,Delhi,5,Totally worth the price
882,18-01-2024,T-Shirt,Women Fashion,1,1781.03,1781.03,Wallet,Delhi,2,Very satisfied with the product
883,19-01-2023,T-Shirt,Accessories,2,858.33,1716.66,Credit Card,Delhi,4,Amazing quality and fast delivery!
884,19-12-2023,Jackets,Men Fashion,2,871.72,1743.44,UPI,Hyderabad,2,Very satisfied with the product
885,30-05-2024,Jackets,Men Fashion,4,1781.12,7124.48,UPI,Kolkata,4,Delivery took longer than expected
886,16-02-2023,Jackets,Women Fashion,1,1418.8,1418.8,COD,Pune,1,Good fabric but size not perfect
887,16-06-2024,Shirt,Women Fashion,3,573.84,1721.52,Credit Card,Bengaluru,2,Totally worth the price
888,16-05-2024,Shirt,Men Fashion,2,1521.64,3043.28,Credit Card,Kolkata,5,Very satisfied with the product
889,18-02-2024,T-Shirt,Men Fashion,2,863.93,1727.86,Credit Card,Pune,2,Amazing quality and fast delivery!
890,15-05-2023,Shorts,Accessories,4,1956.15,7824.6,UPI,Chennai,2,Totally worth the price
891,31-05-2024,Joggers,Men Fashion,3,437.6,1312.8,Debit Card,Pune,1,The material is too thin
892,08-02-2023,Cargo Pants,Accessories,3,1455.39,4366.17,Debit Card,Kolkata,5,Excellent customer support
893,01-07-2024,T-Shirt,Accessories,1,1010.28,1010.28,UPI,Pune,5,Very satisfied with the product
894,21-04-2023,T-Shirt,Men Fashion,3,737.06,2211.18,UPI,Hyderabad,3,The material is too thin
895,30-03-2024,Cargo Pants,Men Fashion,4,595.13,2380.52,Wallet,Bengaluru,3,Loved it! Great fit and style
896,30-04-2024,Joggers,Men Fashion,1,1535.19,1535.19,UPI,Bengaluru,3,Amazing quality and fast delivery!
897,06-03-2024,Hoodie,Accessories,1,1737.62,1737.62,Wallet,Bengaluru,1,"Average product, expected better"
898,29-09-2024,Joggers,Women Fashion,1,887.09,887.09,UPI,Chennai,2,Delivery took longer than expected
899,24-09-2024,Hoodie,Women Fashion,4,1604.13,6416.52,UPI,Kolkata,5,Good fabric but size not perfect
900,19-04-2023,Sweatshirt,Men Fashion,4,367.19,1468.76,Wallet,Delhi,5,Loved it! Great fit and style
901,27-09-2023,Shorts,Women Fashion,1,1172.79,1172.79,COD,Bengaluru,2,Amazing quality and fast delivery!
902,14-06-2023,T-Shirt,Accessories,1,1044.65,1044.65,COD,Delhi,5,Delivery took longer than expected
903,07-05-2024,Shirt,Men Fashion,1,971.38,971.38,UPI,Mumbai,2,Good fabric but size not perfect
904,02-04-2023,Hoodie,Accessories,4,1783.82,7135.28,COD,Delhi,1,Good fabric but size not perfect
905,03-04-2023,Hoodie,Accessories,2,1647.03,3294.06,UPI,Bengaluru,1,Delivery took longer than expected
906,21-10-2024,Shorts,Women Fashion,3,769.61,2308.83,Debit Card,Bengaluru,1,"Average product, expected better"
907,20-04-2024,T-Shirt,Men Fashion,3,781.55,2344.65,Credit Card,Kolkata,2,Not happy with the packaging
908,10-02-2023,Jackets,Women Fashion,1,657.13,657.13,Debit Card,Hyderabad,2,Very satisfied with the product
909,29-04-2023,Hoodie,Men Fashion,1,1090.88,1090.88,UPI,Kolkata,4,Very satisfied with the product
910,22-05-2023,Joggers,Women Fashion,1,1545.29,1545.29,Debit Card,Hyderabad,5,Excellent customer support
911,28-09-2024,Jackets,Accessories,3,1618.2,4854.6,UPI,Bengaluru,5,Good fabric but size not perfect
912,17-12-2023,Joggers,Men Fashion,4,1844.36,7377.44,COD,Hyderabad,4,Delivery took longer than expected
913,12-04-2024,Jackets,Women Fashion,3,1374.32,4122.96,COD,Kolkata,4,Amazing quality and fast delivery!
914,07-03-2024,Joggers,Men Fashion,2,1950.37,3900.74,Credit Card,Pune,1,The material is too thin
915,02-03-2023,Joggers,Men Fashion,3,1001.15,3003.45,COD,Chennai,4,Not happy with the packaging
916,09-05-2024,Sweatshirt,Men Fashion,2,1135.87,2271.74,Wallet,Hyderabad,2,Excellent customer support
917,03-01-2024,T-Shirt,Accessories,2,464.57,929.14,Credit Card,Hyderabad,3,Amazing quality and fast delivery!
918,14-05-2024,Hoodie,Women Fashion,1,1056.02,1056.02,COD,Mumbai,2,The material is too thin
919,06-03-2023,Jackets,Accessories,4,1284.01,5136.04,Debit Card,Mumbai,4,The material is too thin
920,21-06-2024,Shorts,Accessories,4,1307.02,5228.08,Debit Card,Chennai,5,The material is too thin
921,19-06-2024,Hoodie,Women Fashion,2,1407.61,2815.22,Credit Card,Hyderabad,2,Excellent customer support
922,21-12-2023,Cargo Pants,Men Fashion,1,1947,1947,Wallet,Chennai,5,Very satisfied with the product
923,25-02-2023,T-Shirt,Accessories,2,1757.58,3515.16,Credit Card,Chennai,2,Loved it! Great fit and style
924,25-04-2024,Sweatshirt,Men Fashion,1,851.82,851.82,UPI,Kolkata,5,Not happy with the packaging
925,18-05-2024,Shirt,Men Fashion,4,1316.81,5267.24,Debit Card,Bengaluru,2,Amazing quality and fast delivery!
926,21-02-2023,Shorts,Accessories,4,1947.7,7790.8,COD,Hyderabad,5,Totally worth the price
927,29-08-2023,Hoodie,Women Fashion,3,697.95,2093.85,COD,Kolkata,3,Delivery took longer than expected
928,09-08-2024,Sweatshirt,Men Fashion,2,423.94,847.88,COD,Hyderabad,1,Very satisfied with the product
929,20-11-2023,Hoodie,Women Fashion,2,861.51,1723.02,UPI,Mumbai,2,Loved it! Great fit and style
930,18-02-2024,Cargo Pants,Men Fashion,1,871.91,871.91,Wallet,Chennai,3,Good fabric but size not perfect
931,01-01-2023,Hoodie,Accessories,2,546.79,1093.58,Wallet,Pune,1,The material is too thin
932,08-11-2023,Shorts,Accessories,1,721.81,721.81,COD,Bengaluru,2,Delivery took longer than expected
933,08-01-2024,T-Shirt,Men Fashion,3,1911.59,5734.77,COD,Bengaluru,3,Delivery took longer than expected
934,27-07-2024,Sweatshirt,Accessories,1,582.97,582.97,Debit Card,Pune,3,The material is too thin
935,08-04-2024,Hoodie,Men Fashion,4,943.91,3775.64,Credit Card,Mumbai,3,Amazing quality and fast delivery!
936,16-12-2023,Shirt,Accessories,3,1550.88,4652.64,Debit Card,Chennai,4,Totally worth the price
937,18-06-2024,Shirt,Accessories,1,1205.97,1205.97,UPI,Mumbai,5,Loved it! Great fit and style
938,18-06-2023,Sweatshirt,Men Fashion,1,1734.09,1734.09,COD,Mumbai,1,The material is too thin
939,18-09-2023,Shorts,Men Fashion,4,1057.83,4231.32,UPI,Kolkata,5,Very satisfied with the product
940,07-02-2024,Shorts,Women Fashion,3,1775.06,5325.18,Credit Card,Pune,5,Good fabric but size not perfect
941,13-12-2023,Hoodie,Women Fashion,4,1216.84,4867.36,UPI,Pune,5,"Average product, expected better"
942,25-08-2024,Hoodie,Women Fashion,4,757.57,3030.28,COD,Pune,3,Loved it! Great fit and style
943,26-08-2024,Joggers,Women Fashion,2,508.05,1016.1,UPI,Chennai,5,Delivery took longer than expected
944,19-02-2023,Cargo Pants,Accessories,1,1891.23,1891.23,COD,Chennai,4,Very satisfied with the product
945,01-07-2023,Joggers,Accessories,1,1387.01,1387.01,Credit Card,Mumbai,2,Excellent customer support
946,01-02-2024,Shirt,Accessories,3,1067.74,3203.22,COD,Hyderabad,3,Not happy with the packaging
947,15-09-2024,Shorts,Women Fashion,1,449.54,449.54,COD,Bengaluru,1,Excellent customer support
948,29-10-2023,Sweatshirt,Men Fashion,1,1161.3,1161.3,Credit Card,Hyderabad,2,Amazing quality and fast delivery!
949,08-09-2024,Jackets,Accessories,2,1468.95,2937.9,Wallet,Kolkata,2,Delivery took longer than expected
950,18-11-2023,Shorts,Men Fashion,4,1976.27,7905.08,Credit Card,Chennai,2,Totally worth the price
951,25-10-2023,Shirt,Accessories,4,1465.15,5860.6,Credit Card,Pune,5,Very satisfied with the product
952,27-10-2024,Joggers,Accessories,2,1917.08,3834.16,Wallet,Pune,5,Amazing quality and fast delivery!
953,14-10-2024,Shirt,Accessories,2,1953.27,3906.54,UPI,Kolkata,3,The material is too thin
954,27-12-2023,Sweatshirt,Accessories,3,1072.06,3216.18,Wallet,Pune,5,Excellent customer support
955,03-03-2024,Jackets,Women Fashion,3,1185.94,3557.82,UPI,Chennai,5,"Average product, expected better"
956,20-04-2023,T-Shirt,Women Fashion,3,1432.67,4298.01,Credit Card,Mumbai,5,Not happy with the packaging
957,27-02-2023,Shorts,Women Fashion,4,512.76,2051.04,Credit Card,Bengaluru,3,Excellent customer support
958,14-09-2023,Joggers,Men Fashion,2,822.48,1644.96,Debit Card,Delhi,3,Good fabric but size not perfect
959,08-07-2024,T-Shirt,Women Fashion,4,1896.69,7586.76,COD,Mumbai,4,Totally worth the price
960,22-09-2024,Shorts,Accessories,4,1443.84,5775.36,Wallet,Hyderabad,4,Totally worth the price
961,01-09-2023,Jackets,Accessories,2,619.19,1238.38,UPI,Hyderabad,4,Very satisfied with the product
962,01-02-2024,Cargo Pants,Accessories,3,1442.42,4327.26,Debit Card,Chennai,4,Very satisfied with the product
963,25-02-2023,T-Shirt,Accessories,4,697.75,2791,Debit Card,Delhi,2,Very satisfied with the product
964,27-09-2024,Sweatshirt,Men Fashion,3,600.15,1800.45,Debit Card,Kolkata,2,Not happy with the packaging
965,25-08-2024,Shorts,Accessories,2,1423.77,2847.54,Credit Card,Bengaluru,4,Excellent customer support
966,04-04-2024,Joggers,Accessories,3,1904.84,5714.52,UPI,Delhi,4,Loved it! Great fit and style
967,27-06-2023,Hoodie,Women Fashion,2,328.78,657.56,UPI,Hyderabad,1,Good fabric but size not perfect
968,13-10-2023,Jackets,Men Fashion,2,1349.34,2698.68,Credit Card,Chennai,2,Very satisfied with the product
969,19-09-2023,T-Shirt,Women Fashion,4,1768.84,7075.36,COD,Pune,1,Loved it! Great fit and style
970,08-06-2023,T-Shirt,Men Fashion,1,350.66,350.66,Debit Card,Chennai,1,The material is too thin
971,22-02-2023,Jackets,Women Fashion,4,1651.37,6605.48,Wallet,Chennai,5,Delivery took longer than expected
972,02-01-2024,Hoodie,Accessories,4,1449.07,5796.28,Debit Card,Chennai,3,The material is too thin
973,14-08-2023,Joggers,Accessories,3,1898.49,5695.47,UPI,Kolkata,2,Loved it! Great fit and style
974,01-06-2024,Joggers,Women Fashion,2,968.57,1937.14,Wallet,Chennai,4,Totally worth the price
975,18-02-2024,Hoodie,Women Fashion,1,1280.21,1280.21,Credit Card,Delhi,4,Very satisfied with the product
976,06-12-2023,Shirt,Women Fashion,2,1417.34,2834.68,Debit Card,Delhi,3,Loved it! Great fit and style
977,25-09-2024,Sweatshirt,Accessories,2,1327.42,2654.84,UPI,Mumbai,2,"Average product, expected better"
978,21-12-2023,Sweatshirt,Men Fashion,3,1960.2,5880.6,Wallet,Chennai,4,The material is too thin
979,07-09-2023,T-Shirt,Accessories,1,1987.67,1987.67,Debit Card,Hyderabad,4,The material is too thin
980,27-04-2023,Cargo Pants,Women Fashion,1,1629.06,1629.06,Wallet,Pune,5,Totally worth the price
981,17-10-2023,T-Shirt,Accessories,1,789.77,789.77,Debit Card,Chennai,1,Loved it! Great fit and style
982,04-06-2024,Sweatshirt,Women Fashion,3,1792.48,5377.44,UPI,Bengaluru,4,Very satisfied with the product
983,17-07-2023,Shirt,Accessories,1,1599.82,1599.82,UPI,Mumbai,2,Not happy with the packaging
984,21-06-2023,T-Shirt,Accessories,4,1433.91,5735.64,UPI,Delhi,3,Loved it! Great fit and style
985,06-10-2024,Shorts,Accessories,2,1831.34,3662.68,COD,Kolkata,5,Amazing quality and fast delivery!
986,17-04-2023,Shorts,Accessories,1,1655.28,1655.28,COD,Pune,2,Totally worth the price
987,15-03-2023,Joggers,Men Fashion,3,1776.13,5328.39,COD,Pune,5,Delivery took longer than expected
988,06-12-2023,T-Shirt,Men Fashion,1,503.36,503.36,UPI,Mumbai,1,"Average product, expected better"
989,02-07-2023,Jackets,Accessories,2,1402.43,2804.86,UPI,Chennai,4,"Average product, expected better"
990,22-08-2023,Jackets,Women Fashion,1,850.8,850.8,COD,Hyderabad,2,Loved it! Great fit and style
991,07-10-2024,Cargo Pants,Women Fashion,4,1335.71,5342.84,Debit Card,Mumbai,3,Good fabric but size not perfect
992,03-02-2024,Hoodie,Accessories,3,1481.29,4443.87,UPI,Pune,1,Loved it! Great fit and style
993,25-09-2024,Hoodie,Accessories,4,1231.45,4925.8,Wallet,Mumbai,1,"Average product, expected better"
994,16-03-2023,Shirt,Accessories,1,702.83,702.83,UPI,Bengaluru,5,Totally worth the price
995,05-11-2023,Hoodie,Women Fashion,1,1054.51,1054.51,COD,Hyderabad,1,Amazing quality and fast delivery!
996,09-02-2024,T-Shirt,Women Fashion,2,423.43,846.86,Credit Card,Chennai,2,Delivery took longer than expected
997,14-08-2023,Joggers,Accessories,3,585.36,1756.08,COD,Kolkata,5,Not happy with the packaging
998,12-07-2024,Jackets,Accessories,2,1352.13,2704.26,Credit Card,Bengaluru,1,Loved it! Great fit and style
999,25-10-2024,Shirt,Men Fashion,2,1149.76,2299.52,Wallet,Kolkata,3,Amazing quality and fast delivery!
1000,22-07-2024,Joggers,Men Fashion,1,1766.67,1766.67,UPI,Mumbai,2,Excellent customer support
1001,09-08-2024,Cargo Pants,Accessories,4,1739.18,6956.72,Wallet,Mumbai,3,The material is too thin
1002,09-11-2023,Shorts,Accessories,4,342.59,1370.36,Debit Card,Delhi,3,Loved it! Great fit and style
1003,27-02-2024,Joggers,Men Fashion,2,484.16,968.32,Credit Card,Delhi,5,Excellent customer support
1004,23-09-2024,Jackets,Men Fashion,1,977,977,UPI,Delhi,4,Not happy with the packaging
1005,03-08-2024,T-Shirt,Accessories,1,717.32,717.32,COD,Pune,5,Loved it! Great fit and style
1006,16-07-2024,Hoodie,Women Fashion,4,1332.44,5329.76,UPI,Bengaluru,2,Excellent customer support
1007,11-04-2023,Shorts,Accessories,4,1233,4932,Wallet,Hyderabad,2,The material is too thin
1008,05-12-2023,Shirt,Men Fashion,2,1519.81,3039.62,Credit Card,Mumbai,5,Good fabric but size not perfect
1009,19-10-2023,Hoodie,Men Fashion,3,1185.1,3555.3,Debit Card,Hyderabad,4,Excellent customer support
1010,06-04-2024,Shirt,Accessories,1,631.82,631.82,Debit Card,Pune,5,The material is too thin
1011,21-08-2024,Joggers,Accessories,3,1823.41,5470.23,Wallet,Bengaluru,2,The material is too thin
1012,20-11-2023,Cargo Pants,Men Fashion,1,1825.65,1825.65,UPI,Bengaluru,4,Very satisfied with the product
1013,10-09-2023,Shorts,Accessories,1,1411.98,1411.98,COD,Bengaluru,2,Delivery took longer than expected
1014,04-01-2024,Joggers,Accessories,3,401.45,1204.35,Debit Card,Hyderabad,4,Not happy with the packaging
1015,18-04-2024,Sweatshirt,Women Fashion,1,1113.61,1113.61,Debit Card,Hyderabad,4,"Average product, expected better"
1016,18-07-2024,Hoodie,Men Fashion,3,471.42,1414.26,Wallet,Mumbai,5,Good fabric but size not perfect
1017,15-10-2023,Joggers,Accessories,1,1348.5,1348.5,Credit Card,Bengaluru,5,"Average product, expected better"
1018,03-10-2024,Hoodie,Accessories,1,783.28,783.28,UPI,Mumbai,5,Totally worth the price
1019,03-06-2024,T-Shirt,Accessories,3,1879.33,5637.99,Wallet,Hyderabad,4,Amazing quality and fast delivery!
1020,27-08-2024,Shorts,Men Fashion,4,1215.57,4862.28,Wallet,Bengaluru,4,Very satisfied with the product
1021,10-07-2024,Sweatshirt,Accessories,4,451.36,1805.44,Credit Card,Bengaluru,2,Excellent customer support
1022,06-02-2024,Shorts,Accessories,2,1516.46,3032.92,Debit Card,Delhi,3,Totally worth the price
1023,20-04-2024,Hoodie,Women Fashion,1,1959.43,1959.43,Debit Card,Chennai,5,Amazing quality and fast delivery!
1024,11-01-2023,Shorts,Accessories,2,506.21,1012.42,Credit Card,Kolkata,2,Loved it! Great fit and style
1025,10-06-2024,Joggers,Women Fashion,3,508.48,1525.44,Credit Card,Delhi,2,Amazing quality and fast delivery!
1026,02-08-2024,Joggers,Accessories,4,607.45,2429.8,COD,Bengaluru,1,Not happy with the packaging
1027,11-02-2023,Shorts,Women Fashion,1,612.79,612.79,Credit Card,Mumbai,5,Amazing quality and fast delivery!
1028,28-09-2023,Shirt,Men Fashion,3,480.69,1442.07,UPI,Pune,2,Delivery took longer than expected
1029,31-07-2023,Shirt,Women Fashion,2,613.89,1227.78,COD,Hyderabad,1,The material is too thin
1030,17-02-2023,T-Shirt,Accessories,4,1935.98,7743.92,Debit Card,Mumbai,5,Amazing quality and fast delivery!
1031,17-06-2024,Jackets,Accessories,4,446.97,1787.88,Debit Card,Chennai,4,Amazing quality and fast delivery!
1032,11-07-2024,Joggers,Women Fashion,2,1234.39,2468.78,COD,Bengaluru,1,Delivery took longer than expected
1033,24-08-2024,Hoodie,Accessories,4,1194.05,4776.2,Debit Card,Hyderabad,4,Loved it! Great fit and style
1034,17-08-2023,Cargo Pants,Women Fashion,3,1916.39,5749.17,Debit Card,Hyderabad,3,Totally worth the price
1035,08-05-2024,T-Shirt,Accessories,3,1383.57,4150.71,Credit Card,Hyderabad,3,Delivery took longer than expected
1036,19-06-2023,Shorts,Men Fashion,1,1802.15,1802.15,Wallet,Pune,3,Amazing quality and fast delivery!
1037,15-10-2023,Shorts,Men Fashion,1,1648.36,1648.36,Credit Card,Delhi,3,Excellent customer support
